Date,Hour,Month,Temperature,Humidity,Pressure,Wind_Speed,Wind_Direction,Visibility,Cloud_Cover,Dew_Point,Solar_Irradiance,Precipitation,Air_Quality_Index,Solar_Energy_Output,Is_Daylight,Season
2023-01-01 00:00:00,0,1,0.6102413574133322,-0.7279764269613198,-1.766236116165292,2.584056286458732,-0.2260802495798956,-0.811847778472927,1.2733995102646094,0.2238420425131292,1.4546008269338626,-1.0037294759472677,1.5853607697614769,1.4110727288587186,0,Winter
2023-01-01 01:00:00,1,1,-0.06798854081555475,-1.0781563251598643,0.5968549917063061,0.9849790987325333,0.7843801852258551,-1.3614843770991494,0.789975672976458,0.54385075502633,-0.04538923725278488,2.0769048492069326,-1.5154706062424086,-0.33108963659079743,0,Winter
2023-01-01 03:00:00,3,1,1.7064643717229566,1.0290331658593768,0.6259439311815058,-0.5831431891991886,1.3066879002089946,0.4925587990494654,0.7372446723484786,1.6785075666562905,-0.744542610547926,-0.6242856625590149,-1.489533396612776,-1.096350261332488,0,Winter
2023-01-01 04:00:00,4,1,-0.17040908149401787,1.6439541967568443,-0.7985303764167554,0.7897528632666426,1.4028494851166287,-1.1317820776422267,0.15887363660642664,-0.08909031672086727,0.8150484275773848,-0.6709089097841026,-0.4529540390334592,0.9878618225733856,0,Winter
2023-01-01 05:00:00,5,1,-0.1703915454261066,-0.29078950983364266,-1.9109166398895678,-0.4731526782268194,-0.28563607770416577,-2.1897622307715547,-1.4668370223386438,0.04842535525387657,0.8114377344857219,2.153751970421601,1.0203969657441287,1.009162218190062,0,Winter
2023-01-01 06:00:00,6,1,1.766474223051256,-0.42671528803824743,-1.721529293959739,-0.2862375505156664,-0.7964078821277327,0.37218395111613894,-0.14118650477634845,0.8556484119757773,-0.03774945950929945,0.6092172366772992,-0.2534440561653659,0.1935734740972336,1,Winter
2023-01-01 07:00:00,7,1,0.8994020172682359,0.9271822898657954,0.06793290614316817,0.16063693049586364,0.3158602639214807,2.4935604872677497,-0.04826643900245835,0.2994413456635125,1.4968351230733727,1.3962950068122792,1.6855109394337422,1.2636223198774785,1,Winter
2023-01-01 08:00:00,8,1,-0.42175894137339326,-0.5312203157218229,0.29394819354859897,1.6081373265020547,1.4439581009407452,-0.025645313107373315,-1.1709603163333169,1.142444104845475,-1.373315136355304,-0.760592153776965,0.1785291036080174,-1.017806664050825,1,Winter
2023-01-01 10:00:00,10,1,-0.4152896976801427,1.201714252156969,0.6985569228875483,0.7960064459763333,0.42378753303911615,0.06296318215216005,1.2376182503228699,-0.6907905426700746,0.8021122320543973,0.16475721769453777,-0.9873269166718914,0.19162867340067502,1,Winter
2023-01-01 11:00:00,11,1,-0.4177592440436913,-0.23596215518344021,-1.7578152099387276,-0.4372319953821752,0.45408149692443694,-0.11921190876649149,0.6006128862842807,0.4496615806253314,0.9269710533231597,1.719933847548661,-0.5387673173717797,0.532567723324605,1,Winter
2023-01-01 12:00:00,12,1,0.33813709704332956,0.8416690721102326,-0.053987693984659135,-0.4289524510501096,0.8120716115428038,0.9069561276027613,-0.1271232692828585,-1.312911943885251,-1.3913466799430185,2.673235831948825,-0.4630516089472451,-1.3184968237624755,1,Winter
2023-01-01 13:00:00,13,1,-1.963909378406256,0.8539621300959457,-1.2767060800739944,0.6295164579800696,-1.308473359333086,-0.3121388154736723,-0.3050030907732824,0.1534728529639652,-0.9007321223158922,-1.2169988149157935,-1.508079011143135,-0.7034803191357643,1,Winter
2023-01-01 14:00:00,14,1,-1.7627166941858388,-1.3269621793867201,-0.6795377317630698,-0.7960414889547873,0.7511284014306453,0.2500212452111634,0.5370758078803283,-0.012558125271163416,-1.737787005695735,0.615882529902846,-0.4732297337398437,-2.1228207569686823,1,Winter
2023-01-01 15:00:00,15,1,-0.5208940353661438,1.3494936935483228,0.06720000824472536,-1.0045398592249453,1.4322164022507344,0.304764284528996,0.16553982227284517,-0.2173447795885858,-0.8071629823648474,-1.1492237524060027,-0.14761937144717382,-0.7876222686366376,1,Winter
2023-01-01 16:00:00,16,1,-1.002126322733179,0.019347679546916848,-0.9022848183214907,-0.5750572918863225,-1.138858679415967,-0.6929988422808326,-1.5353143551150807,-0.12416003507205597,0.8121815150211674,0.0786848140138005,0.7415226882935111,1.437801376882628,1,Winter
2023-01-01 17:00:00,17,1,0.41534584209981246,1.0947292564553115,-0.394099292557284,-0.7079906146271553,-0.9348920246007492,0.9805098906772102,0.04961974236117233,-2.177229027380157,-0.049006194459189654,-0.6765178333668251,0.5144785830842245,-0.1217850043226737,1,Winter
