Timestamp,Temperature_C,Humidity_%,Pressure_hPa,Wind_Speed_ms,Solar_Irradiance_Wm2,Cloud_Coverage_%,Visibility_km,Dew_Point_C,Solar_Power_Output_Wm2
2023-01-01 00:00:00,15.993428306022466,84.8570617883618,1013.2406998307544,6.0806212089541685,8.094370505822203,61.36066192247355,13.366981453497953,12.349672123075393,7.721092610447512
2023-01-01 01:00:00,14.73207850008015,73.52370175206566,1014.4445000828282,5.7801743024299705,13.440088603323321,56.7758525466856,13.104560680419649,9.090813467565248,12.470828440300217
2023-01-01 02:00:00,16.312591276618413,74.06221358773254,1011.2900001322471,5.441375189111693,3.459129450190357,46.316170244598815,11.753543151916695,9.481390368066815,0.0
2023-01-01 03:00:00,18.071881002371573,82.89450278897303,1016.4017905091479,5.642189605685659,4.25352197478529,58.81359756842812,14.347049379874417,11.204187101491458,18.503976674152696
2023-01-01 04:00:00,14.566121615963327,79.6782294495775,1008.9200113819272,5.185910416398616,8.507823521762768,71.86606558785422,12.257086724574346,10.14400460168665,0.0
2023-01-01 05:00:00,14.574761509654103,77.72401246539539,1015.9287503908242,5.309285627888502,3.1719814833116278,54.43970054957981,13.441027215354564,8.762566344641405,1.7304608350825526
2023-01-01 06:00:00,18.210068090569713,85.07795421469616,1012.9311466346309,5.229632307743535,0.0,65.77367328162097,12.052608735235118,11.365868017187521,0.0
2023-01-01 07:00:00,16.59511892729524,80.93704482562579,1015.0302635739555,5.00998033253735,120.83987407702062,60.34734435401607,15.0,13.292148061049932,72.51921917380284
2023-01-01 08:00:00,14.129907675558076,80.2619576810181,1013.7563710550136,5.764849958402612,312.718562346537,49.14832452746726,14.324967674375584,12.174234292921,204.29355572687228
2023-01-01 09:00:00,16.16258347761459,83.89872649270774,1013.7243452345061,5.374192671274171,471.46426444915465,54.32675256897654,12.225523977817495,12.77771358945067,292.61345341427517
